"Tectonic UNIT" "Area" "Subarea" "Strike of Si" "Mineral" "Type"
"1408" "MULHACEN" "Filabres South" "H" 166 "Grt" "core/simple"
"1409" "MULHACEN" "Filabres South" "H" 166 "Grt" "core/simple"
"1410" "MULHACEN" "Filabres South" "H" 167 "Grt" "core/simple"
"1411" "MULHACEN" "Filabres South" "H" 168 "Grt" "core/simple"
"1412" "MULHACEN" "Filabres South" "H" 170 "Grt" "core/simple"
"1413" "MULHACEN" "Filabres South" "H" 172 "Grt" "core/simple"
"1414" "MULHACEN" "Filabres South" "H" 172 "Grt" "core/simple"
"1415" "MULHACEN" "Filabres South" "H" 175 "Grt" "core/simple"
"1416" "MULHACEN" "Filabres South" "H" 159 "Grt" "core/simple"
"1417" "MULHACEN" "Filabres South" "H" 16 "Grt" "core/simple"
"1418" "MULHACEN" "Filabres South" "H" 44 "Grt" "core/simple"
"1419" "MULHACEN" "Filabres South" "H" 9 "Grt" "core/simple"
"1420" "MULHACEN" "Filabres South" "H" 175 "Grt" "core/simple"
"1421" "MULHACEN" "Filabres South" "H" 172 "Grt" "core/simple"
"1422" "MULHACEN" "Filabres South" "H" 166 "Grt" "core/simple"
"1423" "MULHACEN" "Filabres South" "H" 171 "Grt" "core/simple"
"1424" "MULHACEN" "Filabres South" "H" 168 "Grt" "core/simple"
"1425" "MULHACEN" "Filabres South" "H" 164 "Grt" "core/simple"
"1426" "MULHACEN" "Filabres South" "H" 165 "Grt" "core/simple"
"1427" "MULHACEN" "Filabres South" "H" 160 "Grt" "core/simple"
"1428" "MULHACEN" "Filabres South" "H" 170 "Grt" "core/simple"
"1429" "VELETA" "Filabres North" "G" 62 "Grt" "core/simple"
"1430" "VELETA" "Filabres North" "G" 38 "Grt" "core/simple"
"1431" "VELETA" "Filabres North" "G" 26 "Grt" "core/simple"
"1432" "VELETA" "Filabres North" "G" 16 "Grt" "core/simple"
"1433" "VELETA" "Filabres North" "G" 22 "Grt" "core/simple"
"1434" "VELETA" "Filabres North" "G" 92 "Grt" "core/simple"
"1435" "VELETA" "Filabres North" "G" 59 "Grt" "core/simple"
"1436" "VELETA" "Filabres North" "G" 24 "Grt" "core/simple"
"1437" "VELETA" "Filabres North" "G" 41 "Grt" "core/simple"
"1438" "VELETA" "Filabres North" "G" 130 "Grt" "core/simple"
"1439" "VELETA" "Filabres North" "G" 116 "Grt" "core/simple"
"1440" "VELETA" "Filabres North" "G" 21 "Grt" "core/simple"
"1441" "VELETA" "Filabres North" "G" 87 "Grt" "core/simple"
"1442" "VELETA" "Filabres North" "G" 110 "Grt" "core/simple"
"1443" "VELETA" "Filabres North" "G" 76 "Grt" "core/simple"
"1444" "VELETA" "Filabres North" "G" 155 "Grt" "core/simple"
"1445" "VELETA" "Filabres North" "G" 71 "Grt" "core/simple"
"1446" "VELETA" "Filabres North" "G" 72 "Grt" "core/simple"
"1447" "VELETA" "Filabres North" "G" 156 "Grt" "core/simple"
"1448" "VELETA" "Filabres North" "G" 121 "Grt" "core/simple"
"1449" "VELETA" "Filabres North" "G" 170 "Grt" "core/simple"
"1450" "VELETA" "Filabres North" "G" 26 "Grt" "core/simple"
"1451" "VELETA" "Filabres North" "G" 76 "Grt" "core/simple"
"1452" "VELETA" "Filabres North" "G" 71 "Grt" "core/simple"
"1453" "VELETA" "Filabres North" "G" 50 "Grt" "core/simple"
"1454" "VELETA" "Filabres North" "G" 50 "Grt" "core/simple"
"1455" "VELETA" "Filabres North" "G" 155 "Grt" "core/simple"
"1456" "VELETA" "Filabres North" "G" 63 "Grt" "core/simple"
"1457" "VELETA" "Filabres North" "G" 64 "Grt" "core/simple"
"1458" "VELETA" "Filabres North" "G" 15 "Grt" "core/simple"
"1459" "VELETA" "Filabres North" "G" 105 "Grt" "core/simple"
"1460" "VELETA" "Filabres North" "G" 18 "Grt" "core/simple"
"1461" "VELETA" "Filabres North" "G" 170 "Grt" "core/simple"
"1462" "VELETA" "Filabres North" "G" 32 "Grt" "core/simple"
"1463" "VELETA" "Filabres North" "G" 45 "Grt" "core/simple"
"1464" "VELETA" "Filabres North" "G" 87 "Grt" "core/simple"
"1465" "VELETA" "Filabres North" "G" 146 "Grt" "core/simple"
"1466" "VELETA" "Filabres North" "G" 23 "Grt" "core/simple"
"1467" "VELETA" "Filabres North" "G" 19 "Grt" "core/simple"
"1468" "VELETA" "Filabres North" "G" 63 "Grt" "core/simple"
"1469" "VELETA" "Filabres North" "G" 75 "Grt" "core/simple"
"1470" "VELETA" "Filabres North" "G" 32 "Grt" "core/simple"
"1471" "VELETA" "Filabres North" "G" 75 "Grt" "core/simple"
"1472" "VELETA" "Filabres North" "G" 79 "Grt" "core/simple"
"1473" "VELETA" "Filabres North" "G" 48 "Grt" "core/simple"
"1474" "VELETA" "Filabres North" "G" 57 "Grt" "core/simple"
"1475" "VELETA" "Filabres North" "G" 80 "Grt" "core/simple"
"1476" "VELETA" "Filabres North" "G" 9 "Grt" "core/simple"
"1477" "MULHACEN" "Filabres North" "G" 88 "Grt" "Truncation"
"1478" "MULHACEN" "Filabres North" "G" 109 "Grt" "Truncation"
"1479" "MULHACEN" "Filabres North" "G" 145 "Grt" "Truncation"
"1480" "MULHACEN" "Filabres North" "G" 0 "Grt" "Truncation"
"1481" "MULHACEN" "Filabres North" "G" 122 "Grt" "Truncation"
"1482" "MULHACEN" "Filabres North" "G" 148 "Grt" "Truncation"
"1483" "MULHACEN" "Filabres North" "G" 135 "Grt" "Truncation"
"1484" "MULHACEN" "Filabres North" "G" 140 "Grt" "Truncation"
"1485" "MULHACEN" "Filabres North" "G" 162 "Grt" "Truncation"
"1486" "MULHACEN" "Filabres North" "G" 5 "Grt" "Truncation"
"1487" "MULHACEN" "Filabres North" "G" 154 "Grt" "Truncation"
"1488" "MULHACEN" "Filabres North" "G" 159 "Grt" "Truncation"
"1489" "MULHACEN" "Filabres North" "G" 34 "Grt" "core/simple"
"1490" "MULHACEN" "Filabres North" "G" 65 "Grt" "core/simple"
"1491" "MULHACEN" "Filabres North" "G" 41 "Grt" "core/simple"
"1492" "MULHACEN" "Filabres North" "G" 88 "Grt" "core/simple"
"1493" "MULHACEN" "Filabres North" "G" 87 "Grt" "core/simple"
"1494" "MULHACEN" "Filabres North" "G" 144 "Grt" "core/simple"
"1495" "MULHACEN" "Filabres North" "G" 44 "Grt" "core/simple"
"1496" "MULHACEN" "Filabres North" "G" 160 "Grt" "core/simple"
"1497" "MULHACEN" "Filabres North" "G" 159 "Grt" "core/simple"
"1498" "MULHACEN" "Filabres North" "G" 160 "Grt" "Truncation"
"1499" "MULHACEN" "Filabres North" "G" 160 "Grt" "Truncation"
"1500" "MULHACEN" "Filabres North" "G" 42 "Grt" "Truncation"
"1501" "MULHACEN" "Filabres North" "G" 0 "Grt" "Truncation"
"1502" "MULHACEN" "Filabres North" "G" 80 "Grt" "Truncation"
"1503" "VELETA" "Filabres North" "G" 73 "Grt" "core/simple"
"1504" "VELETA" "Filabres North" "G" 34 "Grt" "core/simple"
"1505" "VELETA" "Filabres North" "G" 8 "Grt" "core/simple"
"1506" "VELETA" "Filabres North" "G" 32 "Grt" "core/simple"
"1507" "VELETA" "Filabres North" "G" 169 "Grt" "core/simple"
"1508" "VELETA" "Filabres North" "G" 32 "Grt" "core/simple"
"1509" "VELETA" "Filabres North" "G" 83 "Grt" "core/simple"
"1510" "VELETA" "Filabres North" "G" 34 "Grt" "core/simple"
"1511" "VELETA" "Filabres North" "G" 24 "Grt" "core/simple"
"1512" "VELETA" "Filabres North" "G" 168 "Grt" "core/simple"
"1513" "VELETA" "Filabres North" "G" 27 "Grt" "core/simple"
"1514" "VELETA" "Filabres North" "G" 19 "Grt" "core/simple"
"1515" "VELETA" "Filabres North" "G" 29 "Grt" "core/simple"
"1516" "VELETA" "Filabres North" "G" 27 "Grt" "core/simple"
"1517" "VELETA" "Filabres North" "G" 61 "Grt" "core/simple"
"1518" "VELETA" "Filabres North" "G" 31 "Grt" "core/simple"
"1519" "VELETA" "Filabres North" "G" 20 "Grt" "core/simple"
"1520" "VELETA" "Filabres North" "G" 13 "Grt" "core/simple"
"1521" "VELETA" "Filabres North" "G" 30 "Grt" "core/simple"
"1522" "VELETA" "Filabres North" "G" 60 "Grt" "core/simple"
"1523" "VELETA" "Filabres North" "G" 31 "Grt" "core/simple"
"1524" "VELETA" "Filabres North" "G" 25 "Grt" "core/simple"
"1525" "VELETA" "Filabres North" "G" 37 "Grt" "core/simple"
"1526" "VELETA" "Filabres North" "G" 32 "Grt" "core/simple"
"1527" "MULHACEN" "Filabres North" "G" 178 "Grt" "Truncation"
"1528" "MULHACEN" "Filabres North" "G" 43 "Grt" "Truncation"
"1529" "MULHACEN" "Filabres North" "G" 17 "Grt" "Truncation"
"1530" "MULHACEN" "Filabres North" "G" 57 "Grt" "Truncation"
"1531" "MULHACEN" "Filabres North" "G" 26 "Grt" "Truncation"
"1532" "MULHACEN" "Filabres North" "G" 102 "Grt" "Truncation"
"1533" "MULHACEN" "Filabres North" "G" 177 "Grt" "Truncation"
"1534" "MULHACEN" "Filabres North" "G" 164 "Grt" "core/simple"
"1535" "MULHACEN" "Filabres North" "G" 64 "Grt" "core/simple"
"1536" "MULHACEN" "Filabres North" "G" 9 "Grt" "core/simple"
"1537" "MULHACEN" "Filabres North" "G" 13 "Grt" "core/simple"
"1538" "MULHACEN" "Filabres North" "G" 178 "Grt" "core/simple"
"1539" "MULHACEN" "Filabres North" "G" 20 "Grt" "core/simple"
"1540" "MULHACEN" "Filabres North" "G" 3 "Grt" "core/simple"
"1541" "MULHACEN" "Filabres North" "G" 44 "Grt" "core/simple"
"1542" "MULHACEN" "Filabres North" "G" 8 "Grt" "core/simple"
"1543" "MULHACEN" "Filabres North" "G" 39 "Grt" "core/simple"
"1544" "MULHACEN" "Filabres North" "G" 40 "Grt" "core/simple"
"1545" "MULHACEN" "Filabres North" "G" 70 "Grt" "core/simple"
"1546" "MULHACEN" "Filabres North" "G" 25 "Grt" "core/simple"
"1547" "MULHACEN" "Filabres North" "G" 141 "Grt" "Truncation"
"1548" "MULHACEN" "Filabres North" "G" 6 "Grt" "core/simple"
"1549" "MULHACEN" "Filabres North" "G" 27 "Grt" "core/simple"
"1550" "MULHACEN" "Filabres North" "G" 117 "Grt" "core/simple"
"1551" "MULHACEN" "Filabres North" "G" 32 "Grt" "core/simple"
"1552" "MULHACEN" "Filabres North" "G" 97 "Grt" "core/simple"
"1553" "MULHACEN" "Filabres North" "G" 150 "Grt" "core/simple"
"1554" "MULHACEN" "Filabres North" "G" 21 "Grt" "core/simple"
"1555" "MULHACEN" "Filabres North" "G" 30 "Grt" "core/simple"
"1556" "MULHACEN" "Filabres North" "G" 20 "Grt" "core/simple"
"1557" "MULHACEN" "Filabres North" "G" 133 "Grt" "core/simple"
"1558" "MULHACEN" "Filabres North" "G" 43 "Grt" "core/simple"
"1559" "MULHACEN" "Filabres North" "G" 10 "Grt" "core/simple"
"1560" "MULHACEN" "Filabres North" "G" 40 "Grt" "core/simple"
"1561" "MULHACEN" "Filabres North" "G" 120 "Grt" "core/simple"
"1562" "MULHACEN" "Filabres North" "G" 3 "Grt" "core/simple"
"1563" "MULHACEN" "Filabres North" "G" 13 "Grt" "core/simple"
"1564" "MULHACEN" "Filabres North" "G" 27 "Grt" "core/simple"
"1565" "MULHACEN" "Filabres North" "G" 42 "Grt" "core/simple"
"1566" "MULHACEN" "Filabres North" "G" 113 "Grt" "core/simple"
"1567" "MULHACEN" "Filabres North" "G" 53 "Grt" "core/simple"
"1568" "MULHACEN" "Filabres North" "G" 0 "Grt" "core/simple"
"1569" "MULHACEN" "Filabres North" "G" 3 "Grt" "core/simple"
"1570" "MULHACEN" "Filabres North" "G" 141 "Grt" "Truncation"
"1571" "MULHACEN" "Filabres North" "G" 153 "Grt" "Truncation"
"1572" "MULHACEN" "Filabres North" "I" 47 "Grt" "core/simple"
"1573" "MULHACEN" "Filabres North" "I" 95 "Grt" "core/simple"
"1574" "MULHACEN" "Filabres North" "I" 111 "Grt" "core/simple"
"1575" "MULHACEN" "Filabres North" "I" 94 "Grt" "core/simple"
"1576" "MULHACEN" "Filabres North" "I" 14 "Grt" "core/simple"
"1577" "MULHACEN" "Filabres North" "I" 170 "Grt" "core/simple"
"1578" "MULHACEN" "Filabres North" "I" 105 "Grt" "core/simple"
"1579" "MULHACEN" "Filabres North" "I" 114 "Grt" "core/simple"
"1580" "MULHACEN" "Filabres North" "I" 119 "Grt" "core/simple"
"1581" "MULHACEN" "Filabres North" "I" 122 "Grt" "core/simple"
"1582" "MULHACEN" "Filabres North" "I" 101 "Grt" "core/simple"
"1583" "MULHACEN" "Filabres North" "I" 108 "Grt" "core/simple"
"1584" "MULHACEN" "Filabres North" "I" 64 "Grt" "core/simple"
"1585" "MULHACEN" "Filabres North" "I" 49 "Grt" "core/simple"
"1586" "MULHACEN" "Filabres North" "I" 103 "Grt" "core/simple"
"1587" "MULHACEN" "Filabres North" "I" 18 "Grt" "core/simple"
"1588" "MULHACEN" "Filabres North" "I" 94 "Grt" "core/simple"
"1589" "MULHACEN" "Filabres North" "I" 121 "Grt" "core/simple"
"1590" "MULHACEN" "Filabres North" "I" 119 "Grt" "core/simple"
"1591" "MULHACEN" "Filabres North" "I" 60 "Grt" "core/simple"
"1592" "MULHACEN" "Filabres North" "I" 51 "Grt" "core/simple"
"1593" "MULHACEN" "Filabres North" "I" 31 "Grt" "core/simple"
"1594" "MULHACEN" "Filabres North" "I" 117 "Grt" "core/simple"
"1595" "MULHACEN" "Filabres North" "I" 97 "Grt" "core/simple"
"1596" "MULHACEN" "Filabres North" "I" 108 "Grt" "core/simple"
"1597" "MULHACEN" "Filabres North" "I" 50 "Grt" "core/simple"
"1598" "MULHACEN" "Filabres North" "I" 161 "Grt" "core/simple"
"1599" "MULHACEN" "Filabres North" "I" 116 "Grt" "core/simple"
"1600" "MULHACEN" "Filabres North" "I" 52 "Grt" "core/simple"
"1601" "MULHACEN" "Filabres North" "I" 4 "Grt" "Truncation"
"1602" "MULHACEN" "Filabres North" "I" 179 "Grt" "Truncation"
"1603" "MULHACEN" "Filabres North" "I" 8 "Grt" "Truncation"
"1604" "MULHACEN" "Filabres North" "I" 175 "Grt" "Truncation"
"1605" "MULHACEN" "Filabres North" "I" 167 "Grt" "Truncation"
"1606" "MULHACEN" "Filabres North" "I" 165 "Grt" "Truncation"
"1607" "MULHACEN" "Filabres North" "I" 111 "Grt" "Truncation"
"1608" "MULHACEN" "Filabres North" "I" 171 "Grt" "Truncation"
"1609" "MULHACEN" "Filabres North" "I" 176 "Grt" "Truncation"
"1610" "MULHACEN" "Filabres North" "I" 167 "Grt" "Truncation"
"1611" "MULHACEN" "Filabres North" "I" 0 "Grt" "Truncation"
"1612" "MULHACEN" "Filabres North" "I" 4 "Grt" "Truncation"
"1613" "MULHACEN" "Filabres North" "I" 176 "Grt" "Truncation"
"1614" "MULHACEN" "Filabres North" "I" 8 "Grt" "Truncation"
"1615" "ALPUJARRIDES-C" "Almunecar" "L" 92 "Grt" "core/simple"
"1616" "ALPUJARRIDES-C" "Almunecar" "L" 113 "Grt" "core/simple"
"1617" "ALPUJARRIDES-C" "Almunecar" "L" 70 "Grt" "core/simple"
"1618" "ALPUJARRIDES-C" "Almunecar" "L" 95 "Grt" "core/simple"
"1619" "ALPUJARRIDES-C" "Almunecar" "L" 128 "Grt" "core/simple"
"1620" "ALPUJARRIDES-C" "Almunecar" "L" 20 "Grt" "core/simple"
"1621" "ALPUJARRIDES-C" "Almunecar" "L" 0 "Grt" "Truncation"
"1622" "ALPUJARRIDES-C" "Almunecar" "L" 93 "Grt" "core/simple"
"1623" "ALPUJARRIDES-C" "Almunecar" "L" 94 "Grt" "core/simple"
"1624" "ALPUJARRIDES-C" "Almunecar" "L" 37 "Grt" "Truncation"
"1625" "ALPUJARRIDES-C" "Almunecar" "L" 77 "Grt" "core/simple"
"1626" "ALPUJARRIDES-C" "Almunecar" "L" 109 "Grt" "core/simple"
"1627" "ALPUJARRIDES-C" "Almunecar" "L" 167 "Grt" "core/simple"
"1628" "ALPUJARRIDES-C" "Almunecar" "L" 33 "Grt" "Truncation"
"1629" "ALPUJARRIDES-C" "Almunecar" "L" 163 "Grt" "Truncation"
"1630" "ALPUJARRIDES-C" "Almunecar" "L" 164 "Grt" "core/simple"
"1631" "ALPUJARRIDES-C" "Almunecar" "L" 36 "Grt" "core/simple"
"1632" "ALPUJARRIDES-C" "Almunecar" "L" 155 "Grt" "Truncation"
"1633" "ALPUJARRIDES-C" "Almunecar" "L" 162 "Grt" "Truncation"
"1634" "ALPUJARRIDES-C" "Almunecar" "L" 77 "Grt" "Truncation"
"1635" "ALPUJARRIDES-C" "Almunecar" "L" 165 "Grt" "Truncation"
"1636" "ALPUJARRIDES-C" "Almunecar" "L" 163 "Grt" "Truncation"
"1637" "ALPUJARRIDES-C" "Almunecar" "L" 6 "Grt" "Axial plane"
"1638" "ALPUJARRIDES-C" "Almunecar" "L" 8 "Grt" "Truncation"
"1639" "ALPUJARRIDES-C" "Almunecar" "L" 66 "Grt" "Truncation"
"1640" "ALPUJARRIDES-C" "Almunecar" "L" 159 "Grt" "core/simple"
"1641" "ALPUJARRIDES-C" "Almunecar" "L" 38 "Grt" "Axial plane"
"1642" "ALPUJARRIDES-C" "Almunecar" "L" 124 "Grt" "core/simple"
"1643" "ALPUJARRIDES-C" "Almunecar" "L" 166 "Grt" "core/simple"
"1644" "ALPUJARRIDES-C" "Almunecar" "L" 40 "Grt" "core/simple"
"1645" "ALPUJARRIDES-C" "Almunecar" "L" 156 "Grt" "core/simple"
"1646" "ALPUJARRIDES-C" "Almunecar" "L" 176 "Grt" "core/simple"
"1647" "ALPUJARRIDES-C" "Almunecar" "L" 66 "Grt" "core/simple"
"1648" "ALPUJARRIDES-C" "Almunecar" "L" 103 "Grt" "core/simple"
"1649" "ALPUJARRIDES-C" "Almunecar" "L" 62 "Grt" "core/simple"
"1650" "ALPUJARRIDES-C" "Almunecar" "L" 41 "Grt" "core/simple"
"1651" "ALPUJARRIDES-C" "Almunecar" "L" 66 "Grt" "core/simple"
"1652" "ALPUJARRIDES-C" "Almunecar" "L" 75 "Grt" "core/simple"
"1653" "ALPUJARRIDES-C" "Almunecar" "L" 172 "Grt" "core/simple"
"1654" "ALPUJARRIDES-C" "Almunecar" "L" 54 "Grt" "core/simple"
"1655" "ALPUJARRIDES-C" "Almunecar" "L" 178 "Grt" "Axial plane"
"1656" "ALPUJARRIDES-C" "Almunecar" "L" 44 "Grt" "core/simple"
"1657" "ALPUJARRIDES-C" "Almunecar" "L" 28 "Grt" "core/simple"
"1658" "ALPUJARRIDES-C" "Almunecar" "L" 10 "Grt" "core/simple"
"1659" "ALPUJARRIDES-C" "Almunecar" "L" 165 "Grt" "core/simple"
"1660" "ALPUJARRIDES-C" "Almunecar" "L" 0 "Grt" "core/simple"
"1661" "ALPUJARRIDES-C" "Almunecar" "L" 161 "Grt" "core/simple"
"1662" "ALPUJARRIDES-C" "Almunecar" "L" 119 "Grt" "core/simple"
"1663" "ALPUJARRIDES-C" "Almunecar" "L" 29 "Grt" "core/simple"
"1664" "ALPUJARRIDES-C" "Almunecar" "L" 31 "Grt" "core/simple"
"1665" "ALPUJARRIDES-C" "Almunecar" "L" 61 "Grt" "core/simple"
"1666" "ALPUJARRIDES-C" "Almunecar" "L" 65 "Grt" "core/simple"
"1667" "ALPUJARRIDES-C" "Almunecar" "L" 136 "Grt" "core/simple"
"1668" "ALPUJARRIDES-C" "Almunecar" "L" 52 "Grt" "core/simple"
"1669" "ALPUJARRIDES-C" "Almunecar" "L" 86 "Grt" "core/simple"
"1670" "ALPUJARRIDES-C" "Almunecar" "L" 155 "Grt" "core/simple"
"1671" "ALPUJARRIDES-C" "Almunecar" "L" 47 "Stau" "core/simple"
"1672" "ALPUJARRIDES-C" "Almunecar" "L" 52 "Stau" "core/simple"
"1673" "ALPUJARRIDES-C" "Almunecar" "L" 98 "Stau" "core/simple"
"1674" "ALPUJARRIDES-C" "Almunecar" "L" 88 "Stau" "core/simple"
"1675" "ALPUJARRIDES-C" "Almunecar" "L" 97 "Stau" "core/simple"
"1676" "ALPUJARRIDES-C" "Almunecar" "L" 98 "Stau" "core/simple"
"1677" "ALPUJARRIDES-C" "Almunecar" "L" 107 "Stau" "core/simple"
"1678" "ALPUJARRIDES-C" "Almunecar" "L" 106 "Stau" "core/simple"
"1679" "ALPUJARRIDES-C" "Almunecar" "L" 72 "Stau" "core/simple"
"1680" "ALPUJARRIDES-C" "Almunecar" "L" 89 "Stau" "core/simple"
"1681" "ALPUJARRIDES-C" "Almunecar" "L" 88 "Stau" "core/simple"
"1682" "ALPUJARRIDES-C" "Almunecar" "L" 81 "Plag" "core/simple"
"1683" "ALPUJARRIDES-C" "Almunecar" "L" 112 "Stau" "core/simple"
"1684" "ALPUJARRIDES-C" "Almunecar" "L" 72 "Stau" "core/simple"
"1685" "ALPUJARRIDES-C" "Almunecar" "L" 62 "Stau" "core/simple"
"1686" "ALPUJARRIDES-C" "Almunecar" "L" 67 "Plag" "core/simple"
"1687" "ALPUJARRIDES-C" "Almunecar" "L" 82 "Stau" "core/simple"
"1688" "ALPUJARRIDES-C" "Almunecar" "L" 83 "Stau" "core/simple"
"1689" "ALPUJARRIDES-C" "Almunecar" "L" 77 "Stau" "core/simple"
"1690" "ALPUJARRIDES-C" "Almunecar" "L" 87 "Stau" "core/simple"
"1691" "ALPUJARRIDES-C" "Almunecar" "L" 83 "Stau" "core/simple"
"1692" "ALPUJARRIDES-C" "Almunecar" "L" 174 "Stau" "Axial plane"
"1693" "ALPUJARRIDES-C" "Almunecar" "L" 102 "Stau" "core/simple"
"1694" "ALPUJARRIDES-C" "Almunecar" "L" 15 "Grt" "core/simple"
"1695" "ALPUJARRIDES-C" "Almunecar" "L" 131 "Grt" "core/simple"
"1696" "ALPUJARRIDES-C" "Almunecar" "L" 108 "Grt" "core/simple"
"1697" "ALPUJARRIDES-C" "Almunecar" "L" 134 "Grt" "core/simple"
"1698" "ALPUJARRIDES-C" "Almunecar" "L" 169 "Grt" "core/simple"
"1699" "ALPUJARRIDES-C" "Almunecar" "L" 170 "Grt" "core/simple"
"1700" "ALPUJARRIDES-C" "Almunecar" "L" 137 "Grt" "core/simple"
"1701" "ALPUJARRIDES-C" "Almunecar" "L" 112 "Grt" "core/simple"
"1702" "ALPUJARRIDES-C" "Almunecar" "L" 132 "Grt" "core/simple"
"1703" "ALPUJARRIDES-C" "Almunecar" "L" 120 "Grt" "core/simple"
"1704" "ALPUJARRIDES-C" "Almunecar" "L" 129 "Grt" "core/simple"
"1705" "ALPUJARRIDES-C" "Almunecar" "L" 142 "Grt" "core/simple"
"1706" "ALPUJARRIDES-C" "Almunecar" "L" 151 "Grt" "core/simple"
"1707" "ALPUJARRIDES-C" "Almunecar" "L" 157 "Grt" "core/simple"
"1708" "ALPUJARRIDES-C" "Almunecar" "L" 124 "Grt" "core/simple"
"1709" "ALPUJARRIDES-C" "Almunecar" "L" 144 "Grt" "core/simple"
"1710" "ALPUJARRIDES-C" "Almunecar" "L" 124 "Grt" "core/simple"
"1711" "ALPUJARRIDES-C" "Almunecar" "L" 170 "Grt" "core/simple"
"1712" "ALPUJARRIDES-C" "Almunecar" "L" 147 "Grt" "core/simple"
"1713" "ALPUJARRIDES-C" "Almunecar" "L" 118 "Grt" "core/simple"
"1714" "ALPUJARRIDES-C" "Almunecar" "L" 152 "Grt" "core/simple"
"1715" "ALPUJARRIDES-C" "Almunecar" "L" 142 "Grt" "core/simple"
"1716" "ALPUJARRIDES-C" "Almunecar" "L" 110 "Grt" "core/simple"
"1717" "ALPUJARRIDES-C" "Almunecar" "L" 112 "Grt" "core/simple"
"1718" "ALPUJARRIDES-C" "Almunecar" "L" 101 "Grt" "core/simple"
"1719" "ALPUJARRIDES-C" "Almunecar" "L" 127 "Grt" "core/simple"
"1720" "ALPUJARRIDES-C" "Almunecar" "L" 135 "Grt" "core/simple"
"1721" "ALPUJARRIDES-C" "Almunecar" "L" 135 "Grt" "core/simple"
"1722" "ALPUJARRIDES-C" "Almunecar" "L" 147 "Grt" "core/simple"
"1723" "ALPUJARRIDES-C" "Almunecar" "L" 177 "Grt" "core/simple"
"1724" "ALPUJARRIDES-C" "Almunecar" "L" 139 "Grt" "core/simple"
"1725" "ALPUJARRIDES-C" "Almunecar" "L" 151 "Grt" "core/simple"
"1726" "ALPUJARRIDES-C" "Almunecar" "L" 136 "Grt" "core/simple"
"1727" "ALPUJARRIDES-C" "Almunecar" "L" 153 "Grt" "core/simple"
"1728" "ALPUJARRIDES-C" "Almunecar" "L" 155 "Grt" "core/simple"
"1729" "ALPUJARRIDES-C" "Almunecar" "L" 130 "Grt" "core/simple"
"1730" "ALPUJARRIDES-C" "Almunecar" "L" 153 "Grt" "core/simple"
"1731" "ALPUJARRIDES-C" "Almunecar" "L" 137 "Grt" "core/simple"
"1732" "ALPUJARRIDES-C" "Almunecar" "L" 148 "Grt" "core/simple"
"1733" "ALPUJARRIDES-C" "Almunecar" "L" 145 "Grt" "core/simple"
"1734" "ALPUJARRIDES-C" "Almunecar" "L" 137 "Grt" "core/simple"
"1735" "ALPUJARRIDES-C" "Almunecar" "L" 154 "Grt" "core/simple"
"1736" "ALPUJARRIDES-C" "Almunecar" "L" 133 "Grt" "core/simple"
"1737" "ALPUJARRIDES-C" "Almunecar" "L" 116 "Grt" "core/simple"
"1738" "ALPUJARRIDES-C" "Almunecar" "L" 95 "Grt" "core/simple"
"1739" "ALPUJARRIDES-C" "Almunecar" "L" 142 "Grt" "core/simple"
"1740" "ALPUJARRIDES-C" "Almunecar" "L" 123 "Grt" "core/simple"
"1741" "ALPUJARRIDES-C" "Almunecar" "L" 128 "Grt" "core/simple"
"1742" "ALPUJARRIDES-C" "Almunecar" "L" 122 "Grt" "core/simple"
"1743" "ALPUJARRIDES-C" "Almunecar" "L" 107 "Grt" "core/simple"
"1744" "ALPUJARRIDES-C" "Almunecar" "L" 117 "Grt" "core/simple"
"1745" "ALPUJARRIDES-C" "Almunecar" "L" 42 "Stau" "core/simple"
"1746" "ALPUJARRIDES-C" "Almunecar" "L" 57 "Stau" "core/simple"
"1747" "ALPUJARRIDES-C" "Almunecar" "L" 40 "Stau" "core/simple"
"1748" "ALPUJARRIDES-C" "Almunecar" "L" 47 "Stau" "core/simple"
"1749" "ALPUJARRIDES-C" "Almunecar" "L" 67 "Stau" "core/simple"
"1750" "VELETA" "Sierra Nevada SW" "B" 49 "Plag" "core/simple"
"1751" "VELETA" "Sierra Nevada SW" "B" 34 "Plag" "core/simple"
"1752" "VELETA" "Sierra Nevada SW" "B" 39 "Plag" "core/simple"
"1753" "VELETA" "Sierra Nevada SW" "B" 59 "Plag" "core/simple"
"1754" "VELETA" "Sierra Nevada SW" "B" 56 "Plag" "core/simple"
"1755" "VELETA" "Sierra Nevada SW" "B" 50 "Plag" "core/simple"
"1756" "VELETA" "Sierra Nevada SW" "B" 52 "Plag" "core/simple"
"1757" "VELETA" "Sierra Nevada SW" "B" 44 "Plag" "core/simple"
"1758" "VELETA" "Sierra Nevada SW" "B" 44 "Plag" "core/simple"
"1759" "VELETA" "Sierra Nevada SW" "B" 49 "Plag" "core/simple"
"1760" "VELETA" "Sierra Nevada SW" "B" 63 "Plag" "core/simple"
"1761" "VELETA" "Sierra Nevada SW" "B" 42 "Plag" "core/simple"
"1762" "VELETA" "Sierra Nevada SW" "B" 58 "Plag" "core/simple"
"1763" "VELETA" "Sierra Nevada SW" "B" 54 "Plag" "core/simple"
"1764" "SEBTIDES" "Benzou" "P" 154 "Grt" "core/simple"
"1765" "SEBTIDES" "Benzou" "P" 157 "Grt" "core/simple"
